season,episode,character,line
S01,E07,Jill, Are you alright?
S01,E07,Jill," My God, you're choking! (she runs over and gives him the Heimlich, the gum flies from his mouth) That better?"
S01,E07,Chandler, (gasping) Yes... thank you. That was... that was....
S01,E07,Jill, Perfection?
S01,E07,Ross," (mocking Paolo) Blah blah blah, blah blah blah... blah blaaaaaah...."
S01,E07,Ross, Wha-What did he say that was so funny?
S01,E07,Rachel, I have absolutely no idea.
S01,E07,Ross, That's... that's classic.
S01,E07,Rachel," (to Monica and Phoebe) Oh my God, you guys, what am I doing? What am I doing? This is so un-me!"
S01,E07,Monica," If you want, I'll do it."
S01,E07,Phoebe," I know, I just want to bite his bottom lip. (Rachel looks at her) But I won't."
S01,E07,Rachel," God, the first time he smiled at me... those three seconds were more exciting than three weeks in Bermuda with Barry."
S01,E07,Phoebe," You know, did you ride mopeds? 'Cause I've heard... (they stare at her)... oh, I see... it's not about that right now. OK."
S01,E07,Rachel," Y'know, I know it's totally superficial and we have absolutely nothing in common, and we don't even speak the same language but Goooooooddddddd...."
S01,E07,Ross, Paolo. Hi.
S01,E07,Ross," Listen. Um, listen. Something you should... know... um, Rachel and I... we're kind of a thing."
S01,E07,Ross," Thing, yes. Thing."
S01,E07,Ross," No, no, no. Technically the... sex is not... being had, but that's... see, that's not the point. See, um, the point is that... Rachel and I should be, er, together. You know, an"
S01,E07,Ross," No, no, that's not where I was going. Er, if you get in the... way, of us becoming a thing, then I would be, well, very sad."
S01,E07,Ross, Yeah! Se vice?
S01,E07,Ross, So you do know a little English.
S01,E07,Ross, Do you know the word crapweasel?
S01,E07,Ross," That's funny, because you know, you are a huge crapweasel!"
S01,E07,Jill," Chandler, we've been here for an hour doing this! Now watch, it's easy."
S01,E07,Chandler, OK.
S01,E07,Jill, Ready? (she swings the pen around her head in a circle)
S01,E07,Jill," No, you've got to whip it."
S01,E07,Phoebe," Oh, look look look. The last candle's about to burn out. 10, 9, 8, 7... (time lapse)... negative 46, negative 47, negative 48.... (someone blows it out, the room gets complete"
S01,E07,Ross, Thank you.
S01,E07,Phoebe, Thanks.
S01,E07,Ross, Kinda... spooky without any lights.
S01,E07,Joey, (does a maniacal laugh) Bwah-hah-hah!
S01,E07,Ross," OK, guys, guys? I have the definitive one. Mwwwooooo-hah-hah..."
S01,E07,Ross, Oh.. oh... oh.
S01,E07,Joey," Hey Ross. This probably isn't the best time to bring it up, but you have to throw a party for Monica."
S01,E07,Jill," Well, this has been fun."
S01,E07,Chandler," Yes. Yes, thanks for letting me use your phone... and for saving my life."
S01,E07,Jill," Well, goodbye Chandler. I had a great blackout. (she kisses him on the cheek) See ya."
S01,E07,Chandler," Hi, um, I'm account number 7143457. And, uh, I don't know if you got any of that, but I would really like a copy of the tape."
S06,E10,Chandler," Let me ask you, why is everybody using these tiny lights nowadays? I remember when people used to use big lights."
S06,E10,Rachel," That’s a good story, Grandpa."
S06,E10,Ross, Hey
S06,E10,Ross," Wow, Monica’s letting other people help decorate her tree! Did someone get her drunk again or?"
S06,E10,Monica, Having a perfectly decorated tree is not what Christmas is about. It’s about being with the people that you love.
S06,E10,Phoebe, That is nice and we’re done. TADA!
S06,E10,Chandler," I dunno what it is, it just doesn’t quite feel like Christmas to me."
S06,E10,Monica," Oh, here."
S06,E10,Chandler, See now it feels like Christmas!
S06,E10,Ross," … and that’s the story of the dreidle. Now, some people trace the Christmas tree back to the Egyptians, who used to bring green palm branches into their huts"
S06,E10,Rachel," So, pretty much around the same time that you started telling this story."
S06,E10,Joey, Hey you guys.
S06,E10,Chandler, Hey Joe what’s up?
S06,E10,Joey," I had to get out of the apartment. Janine is like stretching all over the place. Y’know, everywhere I look she’s like… (He imitates her stretching)"
S06,E10,Chandler, I can see why that’s hard to resist.
S06,E10,Joey, I like her so much!
S06,E10,Monica," Aw, I’m sorry sweetie that she doesn’t feel the same way."
S06,E10,Joey, I know. And she’s so sweet. I just wanna feed her grapes and brush her hair.
S06,E10,Chandler," You are aware that she’s not a monkey, right?"
S06,E10,Ross," I am so over Janine. I mean, yeah, at first I thought she was hot, but now she’s like OLD NEWS!"
S06,E10,Ross, Hi Janine!
S06,E10,Monica, Hold it! Are you talking about Dick Clark’s New Year’s Rocking Eve?
S06,E10,Monica, Oh my God! We love that show! I mean Ross and I have been watching it since I can remember!
S06,E10,Chandler," Ah, you’re still just a little fat girl inside aren’t you? (He kisses her on the cheek)"
S06,E10,Ross, You’re gonna be a party person! Those guys rock the most!
S06,E10,Joey, Totally! I would love to spend New Year’s with you.
S06,E10,Ross," Oh, well you see how it works is, the part with Dick Clark in Times Square is actually live, but they tape some of the party stuff ahead of time. Yeah, not a"
S06,E10,Ross, Are you serious?
S06,E10,Monica, We are there!
S06,E10,Chandler," What, what are you laughing at?"
S06,E10,Rachel," Well, I used to date him, but you’re still going out with her!"
S06,E10,Ross, Bye Janine!
S06,E10,Joey, Did she just ask me out on a date?
S06,E10,Chandler, I don’t think so.
S06,E10,Monica, What are you talking about? She just invited him to the biggest party of the millennium!
S06,E10,Rachel," Yeah, but she also invited you and Ross. Yeah, honey, I’m sorry, but I don’t think that was a romantic thing."
S06,E10,Joey," Oh. Maybe. But hey I know how I can find out. We’re going to a New Year’s Eve party, right? So at midnight, I can kiss her. And if she kisses me back, great!"
S06,E10,Rachel," Well, that’s a lot better than Ross trying to kiss me in High School, and saying that he did it because he needed chapstick."
S06,E10,Ross, It was a dry day.
S06,E10,Monica, We are going to Dick Clark’s New Year’s Rocking Eve!
S06,E10,Ross, Oh my God!
S06,E10,Monica, Oh my God!
S06,E10,Chandler, (To Rachel) Oh my God!
S06,E10,Joey," OK, listen I’ve been on sets before, so let me give you a little advice, alright? It’s a show, but we’re just dancing, OK? It’s no big deal. The important th"
S06,E10,Ross, Got it!
S06,E10,Ross, Oh my God it’s just like I dreamed it!
S06,E10,Ross,Monica and  ‘Scuse us
S06,E10,Ross," Yeah, I have a question. When is this gonna air?"
S06,E10,Joey, Ross! So when is it gonna air?
S06,E10,Rachel," Okay, you look in the kitchen, I will look in the back closet."
S06,E10,Chandler," I can save you time ladies, I’m right here."
S06,E10,Phoebe," Yeah, Chandler why don’t you take a walk? This doesn’t concern you."
S06,E10,Rachel, We are looking for our Christmas presents from Monica.
S06,E10,Chandler, What? That’s terrible!
S06,E10,Phoebe," No-no, we do it every year!"
S06,E10,Chandler," Oh well, that makes it not terrible."
S06,E10,Phoebe," No, yeah, we never find them! She’s always best at us that wily minx."
S06,E10,Rachel," Don’t worry, we’re just gonna search here for an hour, them we’re gonna go over to Joey’s and search, OK?"
S06,E10,Chandler," No not okay, you can’t look for Monica’s presents!"
S06,E10,Phoebe, But we have to!
S06,E10,Chandler," No, you don’t have to, and you can’t because I live here too."
S06,E10,Phoebe," Well then, you should look with us."
S06,E10,Chandler, Why?
S06,E10,Rachel," Chandler, aren’t you worried about what to get Monica for Christmas?"
S06,E10,Chandler," No, I have a great idea for a present for her."
S06,E10,Phoebe," Oh, that’s it? (Mimics Chandler) A great idea!"
S06,E10,Rachel," Chandler, that’s not enough. I mean what if she gets you a great present, two medium presents, and a bunch of little presents? And you’ve just gotten her o"
S06,E10,Chandler," If I help, we can find ‘em faster!"
S06,E10,Rachel, That’s right!
S06,E10,Phoebe," Ooh ooh, we have a live one!"
S06,E10,Rachel," Oh, it’s a Macy’s bag!"
S06,E10,Phoebe," Ooh, who’s it for?"
S06,E10,Rachel," (Reading) Dear losers, do you really think I’d hide presents under the couch? P.S. Chandler, I knew they’d break you."
S06,E10,Phoebe, Uh-oh. She may be onto us.
S06,E10,Rachel, We are so gonna find them this year.
S06,E10,Chandler," Y’know when you guys said you were gonna go across the hall and look, you don’t, you don’t do that every year do you?"
S06,E10,Rachel, Yeah.
S06,E10,Chandler," You don’t, like go into the back of my closet, and look under my gym bag or anything?"
S06,E10,Rachel,"Phoebe and  No, we never do that"
S06,E10,Chandler," Because that’s where Joey gave me some stuff to store that I’ve never seen before in my life! Okay, that did not just happen! (He does a weird clicky mot"
S06,E10,Monica," Okay, here comes another camera."
S06,E10,Ross, Right. No biggie. Stay loose.
S06,E10,Ross, Why do they keep doing that?
S06,E10,Monica," If we wanna get on camera, I think we have to get up on one of those platforms. They’ve been taping those people up there all day."
S06,E10,Ross, Right.
S06,E10,Ross," Hey, what’d you guys do to get up on there?"
S06,E10,Monica, Oh yeah? Well when you learned how to dance did you forget how to put on underpants?
S06,E10,Ross, Yeah!
S06,E10,Joey, Really?
S06,E10,Joey, What do you mean?
S06,E10,Joey, Uh-huh.
S06,E10,Joey, No-no-no-no-no we came together!
S06,E10,Joey," No-no hey buddy, please let me dance with that girl, I really like her and I think I have a shot."
S06,E10,Chandler," I couldn't find anything at Joey--Hey-hey, oh hey!"
S06,E10,Rachel," Yeah, we found them. There were in the guest room closet behind some coats."
S06,E10,Phoebe," Yeah, and you have nothing to worry about 'cos they're all crap!"
S06,E10,Chandler," Those are my gifts, I got them for you."
S06,E10,Phoebe, Ohhh. Thanks Chandler they're great!
S06,E10,Rachel," Well Chandler, what is this very weird, metal A Z thing?"
S06,E10,Chandler, Those are book ends! That's a great gift!
S06,E10,Phoebe," Oh, okay, I'm sorry, thank you for my azzz."
S06,E10,Rachel, Ha!
S06,E10,Chandler," Make sure you put all that stuff back in the closet, okay?"
S06,E10,Rachel," Yes, okay, oh, by the way, I just gotta say, I think it's really nice of you that even after you've moved, you still keep storing that stuff for Joey!"
S06,E10,Joey," Hey-hey dancer girl! Can I go to the bathroom? I just.. (The girl starts dancing really close to him, so he picks her up, twirls her round, and puts her agai"
S06,E10,Ross, We know!
S06,E10,Monica," Hey, see that snippy guy over there? He’s the one who decides who gets up on the platform. We should go dance by him."
S06,E10,Ross, Okay.
S06,E10,Monica," Excuse me, sir, would it help if I weren’t wearing underpants?"
S06,E10,Ross, Monica! (Pause) Would it?
S06,E10,Joey," Hey! Tall guy! Hey, listen, I wanted to talk to you about that girl that you’re dancing with."
S06,E10,Joey," Yeah, yeah, okay. Uh, look buddy, I came with that girl, and I had this plan to kiss her at the new years countdown – I’m trying to win her over, so I was wo"
S06,E10,Joey," Oh come on man, you can dance with my partner, she’s real, uh, mellow!"
S06,E10,Joey," Well, I was hoping after tonight that maybe I could you know…"
S06,E10,Joey," Alright, alright, hey y’know fair is fair, (he pretends to wash his hands) if you’re right, you’re right, what can I say, but hey oh no! (He throws water on"
S06,E10,Joey," Hey, now you’re the one who wet his pants. (He throws another handful on him and runs out)"
S06,E10,Monica," Man, this sucks! Y’know if Mom and Dad don’t see us on TV after we made them so jealous, I mean, who’s gonna be the losers then?"
S06,E10,Ross," Hey, I know what’ll get us up on a platform!"
S06,E10,Monica, What?
S06,E10,Ross, The routine!
S06,E10,Monica," Ross, we haven’t done the routine since middle school."
S06,E10,Ross," Hey, when the snippy guy sees the routine, he’ll wanna build us our own platform!"
S06,E10,Monica, Was it really that good?
S06,E10,Ross," We got honourable mention in the brother/sister dance category! Look, it’s almost fake midnight, do we really have any other choice?"
S06,E10,Monica," Okay, let’s do it. Mom and Dad are gonna be so faced!"
S06,E10,Monica, 5 6 7 8!
S06,E10,Ross," So, do we really have to ask who’s going up on the platform next?"
S06,E10,Monica, Yes! (They run over to a platform)
S06,E10,Joey," Uh, take a look at the guy’s pants! I mean, I know you told us to show excitement, but don’t you think he went a little overboard?"
S06,E10,Joey," Yeah, take a hike wetpants!"
S06,E10,Ross, Can you believe this? We’re gonna be on the platform for the Millennium moment!
S06,E10,Monica," I know! Hey, you haven’t been practising the routine, have you?"
S06,E10,Ross, No!
S06,E10,Monica, Me too!
S06,E10,Ross," Hey, when the music starts up again, I was thinking of maybe goind into the robot, y’know? (He mimics a robot)"
S06,E10,Monica," Ross, I think we should stick to the routine, we don’t wanna look stupid!"
S06,E10,Joey, No! Year! Happy No Year!
S06,E10,Phoebe, Hey! Look who I found!
S06,E10,Chandler," Oh, hey guys!"
S06,E10,Phoebe," Y’know, birds have a very good sense of direction, and I thought maybe they could help us find where the presents are hidden."
S06,E10,Chandler," Yes, if the presents are hidden south for the winter."
S06,E10,Phoebe," Or we could just follow your clever jokes – any ideas? No! Didn’t think so! Okay, c’mon guys, show us where the presents are!"
S06,E10,Chandler," Oh, the duck seems to think that Monica got me garbage! Hmm, I wonder what I could get Monica that’s as good as garbage?"
S06,E10,Phoebe," Hmm, how about my azzz?"
S06,E10,Rachel," Hey, this is hollow."
S06,E10,Phoebe, What?
S06,E10,Rachel," This bench, it’s hollow! I can’t believe I never knew that! (She pushes all the pillows off it and opens it up) Oh, the presents!!!"
S06,E10,Phoebe," No, don’t look directly at them!"
S06,E10,Chandler, What?
S06,E10,Phoebe," Alright, no, we could look at them!"
S06,E10,Rachel," Oh, this one’s for me!"
S06,E10,Phoebe," Oh, this one’s for Chandler. Here."
S06,E10,Chandler, Oh great!
S06,E10,Phoebe, And the big one’s for me!
S06,E10,Rachel," Ooh, let’s open them!"
S06,E10,Chandler, Okay! Okay! Okay!
S06,E10,Phoebe, Hee hee!
S06,E10,Chandler," Wait, we can’t do this."
S06,E10,Rachel,Phoebe and  Why?
S06,E10,Chandler," I don’t wanna know what Monica got me. Y’know? I mean, look, I’m sure she worked really hard at getting you a present, and wanting to surprise me, and yo"
S06,E10,Rachel," Whatever Linus, I’m opening mine."
S06,E10,Chandler," Nobody is opening anything ok? Look, I don’t know about you guys, but I wanna see the look on Monica’s face when I give her my present, and I’m sure she"
S06,E10,Phoebe, Will you get us better gifts?
S06,E10,Chandler, Fine!
S06,E10,Monica," Hey guys! You found the presents? Chandler, you let them find the presents? Great! Do you know how long it took me to find you that water purifier?"
S06,E10,Chandler, That’s what you got me?
S06,E10,Phoebe," Oh yes, I see what you mean. That look is priceless."
S06,E10,Joey," Home sweet home, huh? Nice to, uh, get back to reality. Plus we know how the New Year’s gonna go off. I guess there’s no reason for all that Y2K panic, y’kno"
S06,E10,Joey, Yeah?
S06,E10,Joey," Oh, yoii. What was that for?"
S06,E10,Joey," Really? In the moment, I really wanted to kiss you too. In the moment."
S06,E10,Joey, But only in the moment. So do ya wanna kiss again?
S06,E10,Joey, No.
S06,E10,Joey," 3, 2,"
S06,E10,Joey," Uh, yeah, okay. Except I sorta felt like I needed a couple of seconds to get ready."
S06,E10,Monica," We were on the platform, ready to dance the world into the new Millennium, and the guy yelled ‘CUT!’"
S06,E10,Rachel," Uh, wait, so you guys are telling me you actually did the routine from eighth grade?"
S06,E10,Monica," Yeah. But of course we had to update it a little bit. (To Ross) Hey, by the way, great thinking about catching me!"
S06,E10,Rachel, ‘Cos I was gonna say there’s no way you could’ve done the end the way you guys did it back then!
S06,E10,Monica, What? We could do it!
S06,E10,Ross," I don’t know, I mean you were a lot bigger, I mean, stronger back then."
S06,E10,Monica," I can do it, okay? Come on, let’s go. (She and Ross get up)"
S06,E10,Ross,"Monica and  1, 2, 3, 4, 5, 6, 7, 8 (Ross runs to be caught by Monica, but she moves out of the way)"
S06,E10,Monica, I can’t do it! (Ross falls into Monica’s room)
S06,E10,Chandler," Now you do that, you’re on TV."
S06,E18,Ross," Hey! I just got uh, my teacher evaluations! Check out what this one student wrote, ""I loved Dr. Geller’s class. Mind blowing lectures! Dr. Geller, you are definitely the hottie of the paleontology department!"""
S06,E18,Chandler," Ahh, Hotties of the Paleontology Department, there’s a big selling calendar, eh?"
S06,E18,Rachel, Who wrote it?
S06,E18,Ross," Oh, I wish I knew, but the evaluations are all anonymous."
S06,E18,Joey," Oh hey, do you still have their final exams?"
S06,E18,Ross, Yeah.
S06,E18,Joey," Oh, ‘cause you can just match the evaluation to the exam with the same handwriting and boom, there’s your admirer. (Ross is stunned.)"
S06,E18,Chandler, A hot girl’s at stake and all of the sudden he’s Rain Man.
S06,E18,Rachel," Okay, wait a minute, wait a minute, why are we so sure that this is a girl?"
S06,E18,Ross," It’s a girl! Anyway, it wou—it wouldn’t matter. Okay? Because I’m a teacher and she’s a student."
S06,E18,Chandler," Oh, is that against the rules?"
S06,E18,Ross," No, but it is frowned upon."
S06,E18,Chandler, I see.
S06,E18,Ross," Besides, there’s a big age difference."
S06,E18,Joey," Oh, well think of it like this, when you’re 90…"
S06,E18,Ross, I know when I’m 90 she’ll be like 80 and it won’t seem like such a big difference.
S06,E18,Joey," No that’s not what I was going to say at all. No, what I was going to say is when you’re 90 you’ll still have the memory of what it was like to be with a 20-year-old."
S06,E18,Joey, Hey Chandler! Y’know that girl you went to college with who-who became a movie director?
S06,E18,Chandler," Oh yeah, Dana Keystone. She was in my Movement class."
S06,E18,Phoebe, What’s a Movement class?
S06,E18,Monica, It’s Chandler’s way of pretending he didn’t take mime.
S06,E18,Joey," Oh well listen, anyway she’s directing the new Al Pacino movie. You gotta get me an audition!"
S06,E18,Chandler," Oh, I don’t know man. I haven’t talked to her in like ten years."
S06,E18,Joey," No-no-no, please-please Chandler I-I-I would owe you so much!"
S06,E18,Chandler," You do owe me so much. You owe me three thousand, four hundred…"
S06,E18,Joey," Hey-hey dude, why are you changing the subject? Why? Will you make the call or what?"
S06,E18,Chandler," Oh okay, I’ll-I’ll try."
S06,E18,Joey," All right! Thanks! You’re the best! Now listen, the last day of auditions is Thursday. Okay? So I gotta get in there by Thursday. Okay? Just remember Thursday. Thursday. Can you remember Thursday?"
S06,E18,Chandler," Yeah so, Tuesday?"
S06,E18,Joey," (angrily) Thursday! Look if you need help remembering think of like this, the third day. All right? Monday, one day. Tuesday, two day. Wednesday, when? Huh? What day? Thursday! The third day! Okay?!"
S06,E18,Chandler, (sarcastically) Thank you.
S06,E18,Joey, Okay.
S06,E18,Rachel, (entering from the bathroom) Hey Mon? I’m gonna check my messages.
S06,E18,Chandler, You just thought of that in there?
S06,E18,Monica," Yeah sure, nature called, she wanted to see who else did."
S06,E18,Rachel," (on phone) Hello? (Shocked that someone answered.) Uh, Rachel. (To the gang.) Great, someone is in our apartment. Call the cops!"
S06,E18,Monica, You’re on the phone!
S06,E18,Rachel," (on phone) Oh my God! Oh my God! Thank you! (Hangs up) That was the fire department, there was a fire at our place!"
S06,E18,Phoebe, Oh my God! How bad was it?
S06,E18,Rachel," Well, he didn’t say, but it was a fire. I’m guessing not very good. Come on, we gotta go!"
S06,E18,Monica, Come on! (The girls all run out and Joey holds up Chandler by smiling.)
S06,E18,Chandler, What are you smiling about? What is so funny?
S06,E18,Joey," The part I want to audition for is a fireman, this is so meant to be!"
S06,E18,Elizabeth, Professor Geller?
S06,E18,Ross, (startled) Yeah?
S06,E18,Elizabeth, I wanted to say how much I enjoyed your class.
S06,E18,Ross, Oh thank you. Thanks very much. (Leans up against the board and on a thumbtack.) Ow! (He pulls away.)
S06,E18,Elizabeth," Uh, I’m a little embarrassed about calling you a hottie on my evaluation…"
S06,E18,Ross, That was you?
S06,E18,Elizabeth, Yeah. I felt a little weird about it. You’re a teacher. I’m a student. But would you maybe want to go out with me sometime?
S06,E18,Ross," Oh I, I don’t-I don’t think that would be the best idea."
S06,E18,Elizabeth," Oh, because I was thinking, the semester’s over; you’re not my teacher anymore."
S06,E18,Ross, What time?
S06,E18,Elizabeth," (checks her grade) Oh, y’know what? Forget it, you already gave me an A."
S06,E18,Ross, Gotcha. (Starts to leave.)
S06,E18,Elizabeth, I’m kidding!
S06,E18,Ross," Oh! So-so seriously, what time?"
S06,E18,Phoebe, Coming through! (Has to dodge a fireman) Oh! Coming through! (Sees a cute one.) Oh! Hello! Hi! (Smiles then realizes) No! Right! Coming through!
S06,E18,Monica," Oh well, it’s not so bad."
S06,E18,Phoebe, Oh!
S06,E18,Rachel, My God! (They both run into the bedrooms.)
S06,E18,Joey," (to the fireman) Hey buddy, do you think I can borrow your uniform this Thursday?"
S06,E18,Monica, Joey! He’s working! (To Chandler) You would look good in that.
S06,E18,Joey," Oh, how bad is it?"
S06,E18,Phoebe," Oh, it’s bad. It’s really bad. The only thing in there that isn’t burned is an ass. Which I do not remember buying!"
S06,E18,Chandler, How’s your room Rach?
S06,E18,Rachel, Everything’s ruined. My bed. My clothes. Look at my favorite blue sweater. (Hold it up.)
S06,E18,Monica, Isn’t that mine?
S06,E18,Rachel, Fine! I’m sorry for your loss! (Hands it back to her.)
S06,E18,Rachel," (stands up) Wow! Oh-okay, look pal, I am not in the mood to be hit on right now! But if you give me your number I will call you some other time."
S06,E18,Monica," (pulling Rachel back down) Yes, they can stay with us."
S06,E18,Chandler, Have you figured out what started the fire Mr. Fireman?
S06,E18,Phoebe," No, not usually. But yeah, I could use one right now."
S06,E18,Phoebe, Yes! I do! All the time! I love them! Oh my God! I did it! It’s me! It’s me! I burned down the house! I burned down the house!
S06,E18,Rachel," Okay Phoebe calm down, there’s no need to place blame. Okay? (To the fireman) I warned her about those candles."
S06,E18,Chandler," God, it’s great to catch up! I can’t believe how long it’s been!"
S06,E18,Joey," Chandler, is that… (Mimes someone using a movie camera and Chandler nods yes.)"
S06,E18,Chandler, (on phone) Oh that’s great! Good for you.
S06,E18,Joey, Hey-hey listen… (Chandler waves him away.)
S06,E18,Chandler," Okay! So yeah, maybe we can get together umm… (Joey mimes throwing something in the air, catching it, rolling it out, putting it in an oven and cutting it.) Can you hold for one second please? (To Joey) Wh"
S06,E18,Joey," When you’re off the phone, do you wanna get a pizza?"
S06,E18,Chandler," (on phone) Hi! I’m back. (Goes to hang up the phone.) Yeah, that sounds great. (Listens) Okay. Well, we’ll do it then. (Listens) Okay, bye-bye. (He hangs up the phone and turns around to see Joey standing"
S06,E18,Joey," Hey listen, so when’s-when’s my audition? I mean I know it’s Thursday, but what time?"
S06,E18,Chandler, Hi.
S06,E18,Monica, Hey!
S06,E18,Chandler, (To Joey) We didn’t get to the audition. I’m gonna take her to coffee and then we’ll do it then.
S06,E18,Joey, Ah-ha!
S06,E18,Monica," Wow! So, now you’re going on a date with this girl?"
S06,E18,Chandler," Honey, it is not a date! I haven’t talked to her in ten years! You can’t just call up somebody you haven’t talked to in ten years and ask them for a favor. There are rules, y’know? You gotta, you got to pu"
S06,E18,Monica," You’re right, I’m sorry. It’s not like you’re y’know, going out with an ex-girlfriend."
S06,E18,Chandler," No, we only went out once."
S06,E18,Monica, You dated her!
S06,E18,Chandler, Not once!
S06,E18,Monica," All right, well why don’t I go out with an ex-boyfriend and do Joey a favor?!"
S06,E18,Joey," Hey, you wanna do Joey a favor, maybe you go out with Joey. (He turns around to see Chandler glaring at him.)"
S06,E18,Chandler," (laughs) Oh that’s great, my friend Joey’s in the movie business."
S06,E18,Chandler, (giggles) My friend’s name is Joey.
S06,E18,Chandler," Yeah, I’ve always hated that Howie."
S06,E18,Chandler, The nerve huh?
S06,E18,Chandler, Refill?
S06,E18,Monica," Now, this is last minute so I want to apologize for the mess. Okay?"
S06,E18,Rachel, Oh my God! It sure didn’t look this way when I lived here.
S06,E18,Monica," I know! Now look, there’s only one problem though. There’s only room for one, so I guess one of you will have to stay at Joey’s."
S06,E18,Phoebe," Well, since the fire was kinda my fault I guess (To Rachel) you should get to stay here."
S06,E18,Rachel," Hey! Hey-hey, now this was no one’s fault Pheebs. Okay? It was an accident."
S06,E18,Phoebe," Well no, it was my fault so you should get the nice room."
S06,E18,Rachel, Okay! (She jumps on the bed.)
S06,E18,Monica," So Rach! You’re the first guest at Hotel Monica! Umm, you’ll just have to tell me how you like your eggs in the morning. And I thought I would bring them to you, y’know, in bed. Oh, you have been through so"
S06,E18,Rachel, I have.
S06,E18,Joey, This right here is where I keep the pizza. (He points to the chair.) And uh that’s where the napkin is. (Points to the floor next to the chair.)
S06,E18,Phoebe, What’s that smell?
S06,E18,Joey, I know! (Shrugs his shoulders.)
S06,E18,Elizabeth, Oh please! It was such a big class! You never even noticed me!
S06,E18,Ross," What? Of course I did! You uh, you sat next to Sleepy Sleeperson."
S06,E18,Elizabeth, Who?
S06,E18,Ross," Oh uh, I had trouble remembering everyone’s name, so I-I kinda came up with nicknames. Like the guy on the other side of you was Smelly von Brownshirt."
S06,E18,Elizabeth," Oh yeah. So umm, did you have a nickname for me?"
S06,E18,Ross," Umm, no. No."
S06,E18,Elizabeth, Yes you did! What was it?
S06,E18,Ross," Umm, it’s Cutie McPretty."
S06,E18,Elizabeth, Ohh that’s so sweet!
S06,E18,Ross," Listen, I gotta tell ya, I-I’m having a great time! Y’know how before you said it might be weird, the whole student teacher thing, and to be frank I thought it would be too, but it’s not. I mean it’s not at al"
S06,E18,Ross, (pushing Elizabeth into a doorway) Burt!
S06,E18,Phoebe, So did you sleep well last night?
S06,E18,Rachel, I did.
S06,E18,Phoebe, Yeah?
S06,E18,Rachel," I did, Monica was so sweet she left a little mint on my pillow."
S06,E18,Phoebe, Y’know what Joey left on my pillow?
S06,E18,Rachel, What?
S06,E18,Phoebe, Gum!
S06,E18,Phoebe," Yeah I know, it was my candle. My candle!"
S06,E18,Phoebe, I don’t use a curling iron.
S06,E18,Rachel," Well, don’t look at me! My hair’s straight! Straight! Straight! Straight!"
S06,E18,Rachel, Oh.
S06,E18,Joey, This is where I keep the pizza. (It’s the same location as before.) And—Hey! Where did the napkin go?! (The napkin is not in it’s spot.)
S06,E18,Monica, Now there you go! I wouldn’t want my best guest to strain her eyes!
S06,E18,Phoebe, Thanks Monica!
S06,E18,Monica, Does that smell bother you?
S06,E18,Phoebe," What the smell from Joey’s? No, I can hardly smell it over here."
S06,E18,Monica," Well you let me know if you can, because y’know I can bake a pie to cover it."
S06,E18,Phoebe," I can smell it a little, bake the pie."
S06,E18,Monica, Okay!
S06,E18,Phoebe, Okay.
S06,E18,Monica," Hello? (Listens) Oh yes, one minute please. (To Phoebe) It’s for you. It’s the fire inspector."
S06,E18,Phoebe, Oh! (Takes the phone.) Hello? (Listens) Yeah this is Phoebe. (Listens) Really?!
S06,E18,Joey," (in a funny voice) Yeah, so it turns out that it wasn’t the hair straightener that started the fire. (Rachel prompts him on what to say next.) No-no, it was the candles. It’s very not good leaving candles unat"
S06,E18,Ross," We had such a great time! She’s-she’s incredible! I thought the-the age difference might be a problem, but it wasn’t. It wasn’t at all. Elizabeth is very mature for her age. (Joey makes the international sign"
S06,E18,Monica, So it’s okay to date a student.
S06,E18,Ross," Well, not really. I mean technically it’s-it’s not against the rules or anything, but it is frowned upon. Especially by that professor we ran into last night, Judgey von Holierthanthou."
S06,E18,Monica," Well Ross, you be careful now. You don’t want to get a reputation as y’know Professor McNailshisstudents."
S06,E18,Ross, Yeah. What-what should I do?
S06,E18,Joey," Well Ross, it seems pretty clear. I mean what’s more important? What people think or how you feel, huh? Ross, you gotta follow your heart."
S06,E18,Monica, Joey that is so sweet.
S06,E18,Chandler, (entering) Hey.
S06,E18,Joey," Hey-hey-hey! So, how did it go with Dana? Any reason I should leave a block of time open say Thursday?"
S06,E18,Chandler, I couldn’t do it.
S06,E18,Joey, You couldn’t do it?!
S06,E18,Chandler," Hey, relax I just need more time. We’re going to dinner tonight."
S06,E18,Monica, What?! You’re going out with her again!
S06,E18,Ross, Going out with who?
S06,E18,Chandler," Uh, Dana Keystone from college."
S06,E18,Ross, Oh yeah! Wasn’t she uh… (Does the international sign for big boobies.)
S06,E18,Chandler," No, that was Dana Caplin."
S06,E18,Monica, Joey! You didn’t even know her!
S06,E18,Joey, Ah whatever!
S06,E18,Chandler, Great story again! The yarns that you weave! Woo-hoo-hoo!
S06,E18,Chandler, Oh no-no-no! Stay! Stay! Because you-you should you-you-you should stay!
S06,E18,Chandler," Oh no-no-no, that’s not—No-no-no!"
S06,E18,Chandler, No-no—Really?!
S06,E18,Chandler," (breaking up) Well, it just hurts so bad. I uh…"
S06,E18,Chandler, Well maybe there is one thing you can do.
S06,E18,Chandler," Well, I umm, I mean this is just off the top of my head now, umm but I have this friend. This actor friend and he would kill me if he thought I was doing this umm, but umm would it be possible for him to g"
